abs_k_w_dbl,dbl_factor,k_d,k_p,k_w,k_w_dbl,nu
1.7617282440549389,1.9318516525781366,0.9588679832249491,0.9510565162951535,0.9119376437128799,1.7617282440549389,1
1.178115294937453,1.7320508075688774,0.8407551230664442,0.8090169943749475,0.6801851826685538,1.178115294937453,2
0.5492981963489072,1.4142135623730951,0.66080677937558,0.5877852522924731,0.38841247953185193,0.5492981963489072,3
0.13658894959650442,1.0000000000000002,0.44201112586958063,0.30901699437494745,0.1365889495965044,0.13658894959650442,4
6.723777587268459e-18,0.5176380902050419,0.21213203435596423,6.123233995736766e-17,1.2989340843532398e-17,6.723777587268459e-18,5
1.7185717860500225e-33,1.2246467991473532e-16,4.54124007652098e-17,-0.30901699437494734,-1.403320359181569e-17,-1.7185717860500225e-33,6
0.051221853126920625,-0.5176380902050413,-0.16834893564515416,-0.587785252292473,0.09895302161135625,-0.051221853126920625,7
0.2210055629347903,-0.9999999999999996,-0.2731778991930089,-0.8090169943749473,0.2210055629347904,-0.2210055629347903,8
0.4085287743046996,-1.414213562373095,-0.30373953773640083,-0.9510565162951535,0.2888734666206817,-0.4085287743046996,9
0.44999999999999984,-1.732050807568877,-0.25980762113533157,-1.0,0.25980762113533157,-0.44999999999999984,10
0.2790303419385694,-1.9318516525781364,-0.15186976886820033,-0.9510565162951536,0.1444367333103408,-0.2790303419385694,11
1.2500961475685212e-16,-2.0,-7.726019084026503e-17,-0.8090169943749475,6.250480737842606e-17,-1.2500961475685212e-16,12
0.19116255832749868,-1.9318516525781368,0.16834893564515413,-0.5877852522924732,-0.09895302161135626,0.19116255832749868,13
0.17188470506254747,-1.7320508075688776,0.321139880795781,-0.30901699437494756,-0.09923768073744119,0.17188470506254747,14
1.1021821192326184e-16,-1.4142135623730958,0.4242640687119285,-1.8369701987210297e-16,-7.793604506119439e-17,1.1021821192326184e-16,15
0.13658894959650433,-1.0000000000000009,0.4420111258695804,0.30901699437494723,0.13658894959650422,-0.13658894959650433,16
0.10052854705833648,-0.517638090205043,0.33040338968778976,0.5877852522924729,0.19420623976592574,-0.10052854705833648,17
1.060133963211602e-31,-3.6739403974420594e-16,3.566736261421529e-16,0.8090169943749473,2.8855502499433816e-16,-1.060133963211602e-31,18
0.4720536602776202,0.5176380902050406,-0.9588679832249498,0.9510565162951535,-0.9119376437128804,-0.4720536602776202,19
nan,0.9999999999999987,nan,1.0,nan,nan,20
2.5793491675546383,1.4142135623730947,1.9177359664499,0.9510565162951536,1.8238752874257615,2.5793491675546383,21
1.1781152949374525,1.7320508075688767,0.8407551230664441,0.8090169943749476,0.6801851826685538,1.1781152949374525,22
0.37517764523278996,1.9318516525781362,0.33040338968779004,0.5877852522924734,0.19420623976592605,0.37517764523278996,23
1.5452038168053026e-16,2.0,2.500192295137043e-16,0.30901699437494773,7.726019084026513e-17,1.5452038168053026e-16,24
1.2546739787239391e-16,1.9318516525781368,-0.21213203435596448,3.061616997868383e-16,-6.494670421766206e-17,-1.2546739787239391e-16,25
0.17188470506254727,1.732050807568878,-0.321139880795781,-0.3090169943749471,0.09923768073744105,0.17188470506254727,26
0.27988141040115616,1.4142135623730967,-0.33669787129030826,-0.5877852522924729,0.1979060432227124,0.27988141040115616,27
0.22100556293479043,1.0000000000000009,-0.2731778991930087,-0.8090169943749472,0.22100556293479023,0.22100556293479043,28
0.07476595478621999,0.5176380902050433,-0.15186976886820044,-0.9510565162951534,0.14443673331034085,0.07476595478621999,29
4.387934413268932e-31,2.388680238973927e-15,-1.8369701987210297e-16,-1.0,1.8369701987210297e-16,4.387934413268932e-31,30
0.07476595478621989,-0.5176380902050404,0.15186976886820103,-0.9510565162951536,-0.14443673331034146,0.07476595478621989,31
0.2210055629347903,-0.9999999999999984,0.27317789919300905,-0.8090169943749477,-0.22100556293479062,0.2210055629347903,32
0.2798814104011557,-1.4142135623730934,0.3366978712903082,-0.5877852522924735,-0.19790604322271257,0.2798814104011557,33
0.1718847050625473,-1.7320508075688759,0.32113988079578076,-0.30901699437494784,-0.0992376807374412,0.1718847050625473,34
1.7565435702135119e-16,-1.9318516525781357,0.21213203435596426,-4.286263797015736e-16,-9.09253859047268e-17,1.7565435702135119e-16,35
2.3178057252079466e-16,-2.0,3.7502884427055616e-16,0.309016994374947,1.1589028626039733e-16,-2.3178057252079466e-16,36
0.37517764523279096,-1.9318516525781368,-0.3304033896877911,0.5877852522924728,-0.1942062397659265,0.37517764523279096,37
1.178115294937453,-1.7320508075688783,-0.8407551230664442,0.8090169943749471,-0.6801851826685534,1.178115294937453,38
2.5793491675546356,-1.414213562373097,-1.9177359664498956,0.9510565162951534,-1.8238752874257569,2.5793491675546356,39
nan,-1.0000000000000027,nan,1.0,nan,nan,40
