a_mid,A_local,A_local_minus_Areq,rel_dE,mask_plateau_0p01,mask_plateau_0p02,mask_plateau_0p04,mask_plateau_0p06,mask_plateau_0p08,mask_plateau_0p10,mask_plateau_0p12,mask_plateau_0p14,mask_plateau_0p16
0.0009990598480253401,0.05093316291775198,-0.02864430862819569,0.024683979643588323,1,1,1,1,1,1,1,1,1
0.0012962201848086613,0.13752220293002373,0.05794473138407606,0.06833481072203022,1,1,1,1,1,1,1,1,1
0.001681767884903312,0.05093411155082035,-0.02864335999512732,0.027165521179844835,1,1,1,1,1,1,1,1,1
0.002181992883492753,0.08185831786328412,0.002280846317336452,0.04487796629401749,1,1,1,1,1,1,1,1,1
0.002831004793438984,0.09229851368259308,0.012721042136645405,0.05297929754693089,1,1,1,1,1,1,1,1,1
0.003673058790020166,0.07080357898627831,-0.008773892559669358,0.04291481317019046,1,1,1,1,1,1,1,1,1
0.004765573306767764,0.0744279102075425,-0.005149561338405176,0.04713431996385639,1,1,1,1,1,1,1,1,1
0.0061830453146797465,0.08582742202078113,0.0062499504748334545,0.05704213912832214,1,1,1,1,1,1,1,1,1
0.008022130161987282,0.07679184475688085,-0.002785626789066825,0.05412433220834501,1,1,1,1,1,1,1,1,1
0.010408232361337522,0.07679334559243038,-0.0027841259535172913,0.0572225207481566,0,1,1,1,1,1,1,1,1
0.01350405674055497,0.07929694256897446,-0.0002805289769732128,0.06267446561682226,0,1,1,1,1,1,1,1,1
0.017520703047476327,0.08128169630304297,0.0017042247570952934,0.06853880174272628,0,1,1,1,1,1,1,1,1
0.02273206053377637,0.07826328263800755,-0.0013141889079401198,0.07084954090697694,0,0,1,1,1,1,1,1,1
0.029493484063455148,0.07869584022110353,-0.0008816313248441454,0.07667339813639831,0,0,1,1,1,1,1,1,1
0.03826602524257735,0.08142697763146448,0.0018495060855168027,0.08592230157606603,0,0,1,1,1,1,1,1,1
0.049647870855649125,0.07873529639629194,-0.0008421751496557328,0.09089164010998782,0,0,0,1,1,1,1,1,1
0.06441513234974267,0.07956557848184517,-1.1893064102500017e-05,0.10103318562561313,0,0,0,0,1,1,1,1,1
0.083574767741782,0.07890885237387152,-0.0006686191720761542,0.1114604749500064,0,0,0,0,0,1,1,1,1
0.10843324461663877,0.07923349743760064,-0.00034397410834703657,0.1259584295663284,0,0,0,0,0,0,1,1,1
0.14068562624570352,0.07896927824642659,-0.0006081932995210815,0.14362977853054648,0,0,0,0,0,0,0,0,1
0.18253115547838808,0.07855112894537544,-0.0010263426005722304,0.16683117019882246,0,0,0,0,0,0,0,0,0
0.23682321790349198,0.07767818246655475,-0.0018992890793929212,0.19801167899443606,0,0,0,0,0,0,0,0,0
0.3072639100496214,0.07651866921810303,-0.0030588023278446397,0.24321542529353435,0,0,0,0,0,0,0,0,0
